,FFA_AA,FFA_AA,FFA_AA,FFA_BSA,FFA_BSA,FFA_BSA,FFA_LA,FFA_LA,FFA_LA,FFA_PA,FFA_PA,FFA_PA
,#10,#11,#12,#1,#2,#3,#7,#8,#9,#4,#5,#6
PS(18:1/18:1),0.979445353,0.827835507,1.030343329,2.039443984,1.962870625,2.307233559,9.136517379,8.864592484,9.129290097,0.85526591,0.785481825,0.842240043
PS(18:0/18:1),4.274895705,3.945774961,5.016299133,8.70646068,9.994929564,10.06188182,5.420037064,6.709721473,7.208496244,6.637466954,5.806409463,6.427101979
PS(O-18:0/20:6),0.00461624,0.003070827,0.005005115,0.023172681,0.027689813,0.030830656,0.015292484,0.011925398,0.018937722,0.009827491,0.012610017,0.010408392
PS(O-16:0/22:5),0.042825317,0.047619518,0.029037301,0.093551377,0.085026946,0.087548025,0.071483943,0.104670238,0.101176521,0.0366966,0.037840976,0.036695778
PS(O-16:1/22:3),0.084537838,0.086845344,0.072882595,0.050369934,0.048669764,0.048788914,0.063649932,0.065910961,0.055303208,0.010473191,0.009385832,0.018578262
PS(O-16:1/22:2),0.001051002,0.001224526,0.001510564,0.006566859,2.01E-05,0.006664968,0.009962006,0.011720239,8.07E-05,0.008570314,0.006656055,0.006330985
PS(O-18:0/20:1),0.170865953,0.188361638,0.209722462,0.280475877,0.298895296,0.31167886,0.233740977,0.226681285,0.256028574,0.108733393,0.104479878,0.101744377
PS(16:0/22:6),0.10897068,0.125189059,0.118407697,0.287742631,0.285426824,0.280043041,0.18744265,0.208279443,0.210380936,0.959905652,1.120178756,1.002739988
PS(16:0/22:5),0.495519816,0.574522959,0.50899894,0.413397971,0.325109751,0.422145777,0.379722129,0.499464225,0.417908386,0.812716241,0.592337336,0.794652545
PS(18:0/20:4),3.531778806,4.476980686,3.815934002,0.779700628,0.631470736,0.695563735,1.026863707,0.333398213,1.037183049,1.076055881,0.839460472,0.820045874
PS(18:0/20:3),0.571533794,0.556087153,0.420834306,0.914435434,0.915918347,0.904774689,0.975504945,0.937259207,0.93712642,0.798536814,0.716401534,0.789872341
PS(18:0/20:3),0.348511507,0.18762269,0.411554659,1.164006218,1.194602563,1.265232219,1.478135804,1.214511684,1.340342163,1.027984624,0.948176159,1.039784151
PS(18:0/20:2),0.256372951,0.26444397,0.281869432,0.286098702,0.347267224,0.434259886,2.318423335,2.080786256,2.278517379,0.016681571,0.002953497,0.000879024
PS(18:0/20:1),0.322330119,0.366249033,0.368006843,0.656913311,0.666080743,0.680633863,0.249187004,0.20818982,0.345658426,0.466945938,0.420365006,0.461551283
PS(O-20:1/20:6),0.004553356,0.006062344,0.005209398,0.034836475,0.030626637,0.030823824,0.030288995,0.025072049,0.026422751,0.008976973,0.013348746,0.015770959
PS(18:0/20:0),0.001012148,0.001036583,0.001451998,0.019969498,0.00582883,0.017574929,0.026966207,0.025589955,0.000550816,0.0073147,0.007261003,0.006452838
PS(O-18:0/22:6),0.012546957,0.037110268,0.039661483,0.093679667,0.092414322,0.106751772,0.074532773,0.103275877,0.080522282,0.037013777,0.042735133,0.036152225
PS(O-18:0/22:5),0.101316246,0.108080442,0.102743795,0.130685045,0.127273031,0.137639637,0.151387973,0.136828932,0.12721136,0.069204141,0.077920073,0.074408728
PS(O-18:0/22:4),0.038444403,0.049728822,0.035603714,0.015759742,0.033001365,0.02748267,0.038448429,0.037091968,0.038348505,0.015854077,0.011726383,0.004525265
PS(18:1/22:6),0.119452317,0.120076916,0.128955087,0.247444479,0.228094726,0.223478982,0.179202129,0.150619492,0.132684778,0.068669738,0.067174828,0.077151813
PS(18:0/22:6),1.226568564,1.439711032,1.449626761,4.529074549,4.186852733,4.341516958,2.391761616,2.734148965,2.846389972,3.816418913,3.805053466,3.842763101
PS(18:0/22:5),3.547388568,4.135786295,4.197383263,5.550061913,6.708001523,5.842988343,5.350381923,4.987676219,4.435533115,4.790383904,4.187097027,4.511055328
PS(18:0/22:5),3.832071812,4.657387742,4.37547833,6.100971396,6.173333635,6.367814087,5.091401896,4.786614191,4.87977366,4.760308535,4.652428914,4.839708119
PS(18:0/22:4),10.79635378,13.23633365,11.99019312,1.894627493,1.549509453,1.80312857,3.010733768,3.195441456,2.768632256,0.126341482,0.431571097,0.157724729
PS(18:0/22:3),1.647667094,1.820236463,1.821092312,0.433082497,0.425379647,0.313748496,0.572567199,0.462161005,0.559921389,0.239963875,0.231791535,0.199479806
PS(18:0/22:3),1.597370683,1.759846887,1.741741799,0.416597598,0.408104533,0.425043525,0.618542939,0.603575266,0.607907301,0.244302273,0.247373637,0.240782309
PS(18:1/22:1),0.144026392,0.149769253,0.144974053,0.377021508,0.319871402,0.342778527,0.62285762,0.56172458,0.472886181,0.139864113,0.123489367,0.10712733
PS(18:1/22:0),0.209838811,0.221009022,0.201332645,0.391935109,0.333297542,0.349921488,0.204512691,0.21783764,0.141266976,0.313747931,0.223462652,0.265955873
PS(20:4/22:5),0.01601991,0.010395992,0.018902387,0.049809757,0.054428741,0.054364841,0.036068765,0.036525998,0.030797241,0.044425554,0.058975872,0.058823624
PS(20:2/22:6),0.099658175,0.108577109,0.082641759,0.055421444,0.081911924,0.079461287,0.125145211,0.131508851,0.124688242,0.030361489,0.06398238,0.050910678
PS(20:1/22:6),0.180548328,0.171250138,0.114017255,0.064735341,0.072813384,0.070978754,0.164531692,0.156028031,0.181607801,0.024110689,0.014102816,0.007159672
PS(20:1/22:5),0.096232043,0.114768183,0.110051571,0.158957389,0.168356229,0.156161388,0.122584214,0.193398755,0.185445739,0.088447604,0.087906275,0.080401031
PS(20:1/22:4),0.444711268,0.546893754,0.516309424,0.20254342,0.163968352,0.212322894,0.153420609,0.152881004,0.165499559,0.115020279,0.103220363,0.093789009
PS(20:0/22:4),0.327279345,0.414882762,0.382463938,0.101171419,0.094230405,0.088096678,0.361827179,0.29310818,0.309307282,0.058426105,0.057627624,0.050468815
PS(20:3/22:0),0.012640828,0.01250003,0.012574282,0.059862836,0.084859576,0.071295118,0.446681185,0.459239929,0.402114712,0.022896248,0.023648951,0.01999534
PS(20:1/22:1),0.085871044,0.118014063,0.107071096,0.376335192,0.338192778,0.418949714,0.33942732,0.310446968,0.287452378,0.093531185,0.115611558,0.093271253
PS(42:1),0.073726923,0.102022945,0.086537003,0.379941279,0.451544882,0.37210809,0.182604829,0.154676058,0.134056931,0.189797157,0.168375223,0.179950718
PS(42:0),0.003598822,0.000369842,0.002634187,0.018022759,0.005583445,0.033776562,0.002625596,0.0105714,0.009284859,0.004644587,0.004917929,0.005829906
PS(22:4/22:5),0.012141673,0.017052539,0.013825602,0.003854154,0.003793931,0.004603207,0.002294301,0.001954754,0.002081369,0.003193881,0.004594703,0.002163592
PS(22:4/22:4),0.10054918,0.114688393,0.114281788,0.086305313,0.057545291,0.058695234,0.067001288,0.063305778,0.167224445,0.028425494,0.031517442,0.028632267
PS(22:4/22:4),0.110097786,0.117970199,0.099946001,0.068928355,0.061231823,0.066643977,0.071511644,0.071287442,0.076915279,0.033180152,0.035400383,0.032931149
PS(22:1/22:6),0.015718268,0.021322798,0.021304249,0.037668369,0.032860806,0.036614982,0.044070276,0.040348351,0.053699627,0.005467476,0.014870471,0.010578657
PS(22:0/22:6),0.022820898,0.023571529,0.018075939,0.088907484,0.082582825,0.100980673,0.065102806,0.072217458,0.0697593,0.052581025,0.0539366,0.05285002
PS(22:0/22:5),0.060115761,0.068394037,0.067268975,0.078644564,0.086436233,0.078993724,0.076452008,0.062842303,0.067183416,0.039029057,0.045681087,0.045661064
PS(22:0/22:4),0.023708306,0.034904113,0.032185997,0.027031778,0.023310642,0.029477539,0.050050389,0.060992273,0.048315596,0.006507507,0.007907723,0.004708859
PS(44:3),0.000506067,0.00027113,0.001095362,0.020359278,0.020148932,0.009337533,0.052946883,0.053630243,0.050016497,0.006014117,0.008894793,0.007935424
PS(44:2),0.001396469,0.000723344,0.001208762,0.012143955,0.007136112,0.007028395,0.011733751,0.014199129,0.014158719,5.37E-05,8.16E-05,0.000120864
PS(44:1),0.006976716,0.00530384,0.004606013,5.61E-06,0.002238025,0.002629489,0.000380449,0.000403192,0.00035793,0.000653469,0.001715705,0.00127442
PS(46:10),0.00696938,0.0095427,0.009083488,0.002297002,0.002227649,0.002145257,0.001927989,0.001344122,0.00196366,0.003054822,0.002824273,0.003038177
PS(46:9),0.027880997,0.025838821,0.030689524,0.001693119,0.000631696,0.002913637,2.32E-06,0.001650391,4.84E-05,0.003790219,0.003400083,0.003915103
PS(46:8),0.066855553,0.082768013,0.082245312,0.009498426,0.006810777,0.008037779,0.041132114,0.047857398,0.038499498,0.004607163,0.003954521,0.002620014
PS(46:7),0.013840122,0.010805172,0.013457437,0.042449754,0.044442013,0.042119192,0.06970534,0.066770484,0.067036097,0.014588722,0.014769537,0.013253939
PS(46:7),0.004739615,0.002424982,0.002687857,0.048918034,0.047367098,0.048562485,0.075958387,0.073225421,0.0719627,0.012923896,0.015146185,0.010875012
PS(46:6),0.006625792,0.016769226,0.015427438,0.082721778,0.089729046,0.092582411,0.04939571,0.049330657,0.052149049,0.041731913,0.040945592,0.049864485
PS(46:5),0.028249519,0.030647813,0.036302373,0.067361177,0.062326231,0.068595946,0.030782984,0.035637362,0.036364283,0.02113663,0.026741856,0.027513117
PS(46:4),8.44E-05,0,8.93E-05,0.003760814,0.007780139,0.007040805,0.002225035,0.002376645,0,0.003614902,0.003254186,0.002009693
PS(46:4),0.003704388,0.018940539,0.016715862,0.001160698,0.000132011,0.000202777,0.00389755,0.004116114,0.005648331,7.49E-05,0.000248069,0.00014153
PC(14:0/14:0),1.52E-05,8.83E-05,0.000278776,0.000263059,5.81E-05,0.000583577,1.17E-05,3.19E-05,1.04E-05,3.17E-05,1.50E-05,6.41E-05
PC(O-14:0/16:4),0.000179138,5.30E-06,5.37E-05,0.000192753,1.24E-05,5.21E-05,0.006939891,1.41E-05,0.007123271,1.62E-05,0.006487266,0.000669331
PC(O-14:0/16:0),0.00475223,0.006241163,0.006093552,0.0094175,0.008487509,0.006775386,0.004718081,0.003599777,0.003652797,0.002286654,0.001978659,0.002822252
PC(12:1/18:1),0.000107638,0.00037501,0.0002211,0.000303809,0.000276378,0.000279335,0.000309867,0.0003168,0.000362096,0.000172033,0.000131493,0.000289964
PC(14:1/16:0),0.000394541,0.00043896,2.41E-05,5.36E-05,0.000109003,0.000132977,7.88E-05,0.000204214,0.000166378,1.40E-05,4.57E-05,5.53E-05
PC(14:0/16:0),0.009982905,0.007536448,0.003992503,0.060161724,0.065610465,0.063715193,0.002797153,0.001322901,0.001371657,0.001161506,0.000883595,0.002309827
PC(O-14:0/18:5),0.000168003,0.000251295,0.026718253,0.033170974,0.00097164,0.034493141,0.002636651,0.021443463,0.002807393,0.001751747,0.003045104,0.001952209
PC(O-16:0/16:4),0.000123625,0.000178912,0.000411419,0.000322671,7.99E-05,0.000239848,0.000606853,0.000177586,1.05E-05,0.002309388,0.000184286,0.000174483
PC(O-16:0/16:1),0.001248386,0.001407234,0.001366457,0.000162829,0.001765555,0.000133661,0.000546589,2.19E-05,0.001347023,0.001671452,0.001512614,0.001880475
PC(O-14:0/18:0),0.054721105,0.06530501,0.05284781,0.128891597,0.128166089,0.127681529,0.069944639,0.055943386,0.060994774,0.094404631,0.087555256,0.070162063
PC(16:0/16:3),0.000174451,0.002169499,0.000792248,0.00094116,0.000757144,0.0012014,0.000665864,0.000676164,0.000654063,0.003260081,0.001866868,0.003118459
PC(16:0/16:2),0.077205063,0.081929598,0.082821605,0.001165102,0.001265307,0.001254153,0.001140228,0.001293176,0.001002193,0.001871341,0.000739593,0.001720411
PC(16:0/16:1),0.000583586,0.005439389,0.006398161,0.001349962,0.004635979,3.61E-05,0.115680681,0.020781644,0.01083244,0.001080646,0.00351821,0.000240826
PC(16:0/16:0),0.03833752,0.04146922,0.023423027,0.035326739,0.029390047,0.040643345,0.003968898,0.002573246,0.002720853,0.02764103,0.061255155,0.089386387
PC(O-16:0/18:4),0.000126607,0.00012261,0.001678037,0.000296023,0.001588244,0.001451346,0.000144504,7.25E-05,1.83E-05,0.000168168,0.000542691,0.001599554
PC(O-16:3/18:0),0.00044389,0.000346349,0.000669823,0.000362863,0.000350076,0.000192055,0.000324886,0.000245173,0.000434233,0.000142404,0.000127668,0.000236868
PC(O-16:1/18:1),0.000118747,6.67E-05,4.83E-05,2.87E-05,0.000152291,0.002024881,0.005188172,0.001643255,0.002908947,0.000107979,2.86E-05,5.39E-05
PC(O-16:1/18:0),0.032019076,0.03582753,0.041000118,0.086350782,0.08235207,0.078364909,0.298894203,0.274616944,0.273573808,0.025176258,0.029883305,0.042876603
PC(O-16:0/18:0),0.254508857,0.283760368,0.247861628,0.616394591,0.633482688,0.584246081,0.29294833,0.271655285,0.277457,0.170206914,0.196195853,0.189274189
PC(16:3/18:1),0.002012904,0.011940071,0.003241644,0.002229209,0.001400906,0.000115358,0.000292216,3.31E-05,4.54E-05,0.004365437,0.002427695,0.006434427
PC(14:0/20:3),0.233651726,0.378349363,0.331496701,0.023420457,0.018139101,0.014000866,0.015247063,0.018299332,0.014207446,0.006643791,0.011528943,0.00753117
PC(16:0/18:2),0.010728157,0.017334866,0.000629362,0.001295838,0.000215102,0.001213544,0.004621219,0.002640969,0.002477695,0.000972624,0.000386529,0.007421766
PC(16:0/18:1),0.560515226,0.56210602,0.588376419,0.806797577,0.811486846,0.767729015,3.031395342,2.750974364,2.711983796,0.699816535,0.726063382,0.774892693
PC(16:0/18:0),2.728125111,2.630527355,2.654169652,3.623079439,3.552371972,3.168526097,0.6815853,0.65706506,0.658266547,4.511885049,4.755675149,5.120222547
PC(O-16:0/20:6),0.000886819,0.003137396,0.001806984,0.039252863,0.001756143,0.041316236,0.003385277,2.30E-05,0.002689795,0.083439259,0.107073152,0.113152127
PC(O-18:1/18:4),0.000294234,0.00078803,0.000212954,0.00241582,0.00231127,0.002465875,0.001288377,0.001485869,0.001279306,0.002719874,0.002912391,0.002279979
PC(O-18:1/18:4),6.28E-05,1.41E-05,0.00321402,1.88E-05,0.00203431,0.000507322,0.000181029,0.001199783,0.000261989,0.000870381,0.025755209,0.015772853
PC(O-16:0/20:4),0.048699899,0.038664585,0.038100651,0.027537012,0.026304612,0.022568214,0.027390607,0.023184395,0.029681393,0.013020421,0.014079311,0.007740342
PC(O-14:1/22:2),0.017448033,0.010093205,0.013165093,0.01190105,0.00332247,0.007977887,0.006771793,0.009542607,0.006749284,0.009928121,0.003058065,0.005152345
PC(O-18:0/18:2),0.001099135,0.002204491,0.002836739,0.004441116,0.001525277,0.001394619,0.008217005,0.004532375,0.00623258,0.000850759,0.005871179,0.000174304
PC(O-18:0/18:1),0.041665336,0.040195983,0.041572721,0.129041402,0.127034612,0.119916013,0.106150811,0.092448462,0.090808212,0.044790751,0.040828778,0.041709708
PC(O-16:0/20:0),0.000190673,0.001119045,0.006618228,0.023715209,0.009746425,0.001244063,0.004287561,0.003934465,0.00343436,2.83E-05,0.0004167,0.000903097
PC(18:1/18:5),0.012795285,0.009968899,0.005605136,0.001075101,0.00130392,0.000270649,0.008227178,0.006754921,0.005385855,0.007832223,5.07E-05,0.002398164
PC(18:1/18:4),0.021869001,0.022991917,0.021367647,0.017447332,0.016766395,0.014908937,0.005085294,0.005749993,0.007207921,0.00667258,0.009064392,0.008324216
PC(16:0/20:4),0.211934442,0.240270627,0.185142448,0.082616747,0.097578105,0.082860184,0.018521267,0.014283144,0.017598396,0.273356125,0.268960697,0.262241979
PC(18:1/18:2),0.435583987,0.112618316,0.093327376,0.006370736,0.012413099,0.064719262,0.068493409,0.103120375,0.062534769,0.025084649,0.002054874,0.009531394
PC(18:1/18:1),0.063484872,0.015984059,0.106636661,0.013731461,0.047026813,0.000967965,0.00784658,0.013173787,0.010881053,0.003822796,0.002137976,0.033621044
PC(18:0/18:1),0.651377847,0.623753031,0.604728336,2.022942947,2.020439716,1.829707659,1.863020669,1.514114835,1.701888129,0.629713852,0.641106536,0.699315884
PC(18:0/18:0),0.258341265,0.261968386,0.237643938,0.57183628,0.439188189,0.473226475,0.002945702,0.001436459,0.005572829,0.779479686,0.777985861,0.89565977
PC(O-18:0/20:6),2.53E-05,0.001733909,0.001645507,0.037195552,0.003671658,0.00368021,0.004297274,0.004323438,0.004310612,0.002217731,0.000963985,0.000112047
PC(O-18:0/20:5),0.002982107,0.001109202,8.96E-05,0.02161392,0.003470397,0.008326951,0.006333673,0.000220221,0.009720881,0.006425537,0.000210683,0.000177382
PC(O-18:0/20:4),0.279913822,0.256356909,0.247168841,0.163965825,0.157672719,0.139117568,0.128190554,0.118932112,0.140332911,0.044304339,0.077320937,0.07800068
PC(O-18:0/20:3),0.015808007,0.018251526,0.022249453,0.000155065,0.00265723,0.000574701,0.042157701,0.023886652,0.032329529,0.000136498,0.008493719,0.009939372
PC(O-16:0/22:2),0.166042106,0.113264871,0.096679562,0.001170781,0.001140214,0.001062618,0.003140891,0.001582652,0.002348211,0.100715059,0.100788409,0.118857705
PC(O-18:1/20:0),0.009901103,0.001971171,0.002961236,0.003474353,0.00056883,0.00153135,3.28E-05,0.001819798,6.59E-05,0.001478447,0.00053219,0.001929717
PC(18:1/20:5),0.00960807,0.006120687,0.006923601,0.000358565,0.003271218,0.001577958,0.000507721,0.003497067,0.004486234,0.001137572,0.000336128,0.005426481
PC(16:0/22:5),0.24202004,0.238134248,0.232232245,0.381549322,0.459393954,0.421631864,0.225844142,0.240161593,0.253420749,0.847673551,0.955667192,0.888291429
PC(16:0/22:4),1.540763688,1.431674834,1.331652501,0.670011036,0.242052063,0.307667318,0.160244437,0.134664995,0.161785614,0.635971715,0.686400352,0.679714577
PC(16:0/22:3),2.648747582,2.506701907,2.310384332,0.325519194,0.24305157,0.313020087,1.378087379,1.320619747,1.32324284,0.634908769,0.680101397,0.616567716
PC(18:1/20:1),0.019036052,0.017444892,0.01497613,0.071693099,0.029248035,0.070166443,0.012159508,0.058256293,0.024597147,0.056160216,0.000115834,0.026803548
PC(O-20:4/20:4),0.000363698,0.000180745,0.00074236,0.001244481,0.001078198,0.001414718,0.012727581,0.011140413,0.011004768,0.000738777,0.001260639,0.000905447
PC(18:0/20:1),0.06353234,0.062587578,0.058997906,0.234349247,0.257704547,0.221801984,0.191882948,0.234247994,0.178814191,0.076647442,0.08455045,0.094390745
PC(O-18:1/22:6),0.005075526,0.004382649,0.00372893,0.021324068,0.019010059,0.020012091,0.029783613,0.023679974,0.026505957,0.00681013,0.007650631,0.00558505
PC(18:0/20:0),0.00080744,0.000665839,0.000836501,0.000568442,0.001617947,0.000871519,0.002162271,0.003002383,0.002770803,0.001120788,0.0013424,0.001141462
PC(O-18:0/22:6),0.004498413,0.000396201,0.000649753,0.012868851,0.006146201,0.015168566,0.074850005,0.007966751,0.008578557,0.002994147,0.006514435,0.002707447
PC(O-18:0/22:5),0.00027229,0.00266831,0.00287083,0.003329571,0.000330282,0.004545083,0.001006279,0.000166615,0.000462208,3.55E-06,0.00059626,0.001274928
PC(O-18:0/22:4),0.000793396,0.000188218,0.003679078,0.018958532,0.020917113,0.023599,0.013062412,0.006661414,0.026941239,0.001238435,0.007262263,0.000380486
PC(O-18:0/22:3),0.005396727,0.003622877,9.68E-05,5.39E-05,0.000410678,0.001910736,0.001171244,0.000618847,0.023304917,0.013795452,0.015559225,0.014586542
PC(O-18:0/22:2),0.007510343,0.009110732,0.00775145,0.002519253,0.002729063,0.002218607,0.002647645,0.002260734,0.002268533,0.003941948,0.004729677,0.003971596
PC(20:3/20:4),0.007302947,0.016211204,0.008509221,0.001162583,0.001782265,0.002075814,9.16E-06,0.000360322,0.010685388,0.000426194,9.22E-05,0.000407798
PC(18:1/22:5),0.15823262,0.14863946,0.160959832,0.33389793,0.30173276,0.302887133,0.099840612,0.088731474,0.166704829,0.095380763,0.093305675,0.100524485
PC(18:0/22:5),0.241173551,0.239973236,0.221898562,0.412968677,0.403112949,0.396872734,0.324125384,0.28898668,0.307421288,0.365618149,0.418966044,0.348805906
PC(18:0/22:4),0.941396138,0.915428438,0.85224268,0.263991865,0.242391583,0.238945574,0.14944844,0.133785675,0.140249814,0.196305865,0.232154713,0.195831431
PC(18:0/22:3),0.456752436,0.229272736,0.361022396,0.080596339,0.072534441,0.076376204,0.285166291,0.265787232,0.249943535,0.057386315,0.063858865,0.059216374
PC(18:0/22:2),0.004821087,0.005007226,0.00412711,0.005397369,0.000254819,0.001161912,0.002319718,0.00201054,0.004004171,0.001270402,0.000130086,0.000649407
PC(18:1/22:0),0.012428205,0.011146135,0.00978316,0.041242981,0.034729165,0.035015791,0.034794417,0.032351297,0.032874235,0.012433719,0.013530103,0.016119475
PC(O-20:6/22:1),0.000115549,2.87E-05,0.00096829,9.27E-05,0.000717877,5.94E-06,0.001912422,0.001052944,6.22E-05,0.001327789,5.32E-05,0.000970604
PC(18:0/22:0),0.000378239,0.000262112,0.000221253,0.000684063,0.000577736,0.000681812,0.000771485,0.00028449,0.000732405,0.000146391,0.000608219,0.000217843
PC(O-20:4/22:2),0.011391067,0.01257679,0.010062906,0.010249064,0.010944584,0.008508455,0.016853132,0.015182723,0.018506821,0.004715736,0.00482995,0.004073168
PC(O-20:4/22:1),0.057785831,0.044117679,0.032862795,0.017535154,0.009197881,0.007988807,0.023907445,0.019129273,0.023133836,0.00710509,0.007894944,0.008654295
PC(O-20:0/22:4),0.001153702,0.002501891,0.006196734,0.00696605,0.005523927,0.005272029,0.005834303,0.00698481,0.006715027,0.002226496,0.002679106,0.00249177
PC(20:4/22:5),0.004121047,0.002611402,0.004852314,0.001080729,7.03E-05,0.000823356,0.009421952,0.001252305,8.61E-05,8.75E-05,0.000784597,0.001362207
PC(20:4/22:4),0.000457486,0.000116917,3.39E-05,0.002218252,0.00189534,0.001629284,0.000871777,0.000283632,0.000713363,0.001580453,0.001710767,0.001408466
PC(20:2/22:5),0.046614824,0.052243083,0.055730962,0.004626547,0.002820532,0.004005736,0.005270167,0.004946067,0.004680078,0.003186432,0.007759155,0.002870875
PC(20:2/22:4),0.046715385,0.04956394,0.039648105,0.001890456,0.002251547,0.00194139,0.036321572,0.032569381,0.035851577,0.000533809,0.000679638,0.000406169
PC(20:1/22:4),1.78E-05,0.010493153,0.000619903,0.001531524,0.000222537,0.000165515,0.000207574,7.80E-05,0.000124692,0.000195156,0.000188609,2.09E-05
PC(20:0/22:4),0.019386136,0.023246126,0.017643222,0.00727428,0.00639439,0.007196142,0.00739847,0.006073883,0.006861473,0.003057476,0.001111343,0.00040385
PC(20:1/22:2),0.051889512,0.061362979,0.053242983,0.008879834,0.011417621,0.009735794,0.085316174,0.076966093,0.081179491,0.007042352,0.009683175,0.008125306
PC(20:1/22:1),0.000529963,0.000659184,0.000482786,0.007320651,0.007321493,0.007204596,0.027159843,0.024241227,0.028702887,0.003593845,0.004083862,0.004992934
PC(42:1),0.003841671,0.005146438,0.005640529,0.019723024,0.018868933,0.02106771,0.019732323,0.017123713,0.020752665,0.006474865,0.009547444,0.008870312
PC(20:0/22:0),0.002224329,0.001904808,0.001430019,0.013988421,0.012016745,0.012561358,0.000501864,0.000491601,0.000416177,0.013422426,0.013908752,0.014898035
PC(22:5/22:6),0.0015043,0.001636509,0.00138072,3.83E-05,0.000221957,0.000356481,0.000113963,0.000288882,0.000109396,0.000210909,2.50E-05,0.000190358
PC(22:5/22:5),0.00143172,0.001073949,0.000813863,0.001511847,0.002581571,0.002906706,0.001343144,0.001265804,0.001475674,0.001436348,0.001970388,0.001427092
PC(22:4/22:5),0.002514253,0.002383418,0.001385285,0.003828928,0.001228306,0.000114474,0.001092381,0.000473989,0.004171224,0.003781703,2.19E-05,1.10E-05
PC(22:4/22:4),0.063131629,0.070534492,0.056638117,0.006137474,0.00533336,0.005815017,0.004471333,0.003594473,0.003923543,0.002253377,0.002142177,0.001671217
PC(22:3/22:4),1.121790013,1.140977477,0.930388744,0.004584565,0.003760391,0.004194487,0.016631926,0.013617882,0.013737203,0.001052925,0.001280042,0.001187476
PC(22:3/22:3),0.081230493,0.074501237,0.067433729,0.01446385,0.012371591,0.013780818,0.018558003,0.015404914,0.016567687,0.003124149,0.00258869,0.002538074
PC(22:0/22:5),0.010610722,0.02061182,0.009052991,0.016002702,0.014153035,0.014122517,0.025053611,0.02362099,0.025078506,0.006261558,0.00551709,0.004651014
PC(22:0/22:4),0.004195384,0.004443996,0.000487229,0.001507496,0.001349378,0.00074451,0.002475904,0.000294902,2.93E-05,0.000841609,0.002306106,0.000294183
PC(44:3),0.001257629,0.000127879,0.000609845,0.000228347,0.001901793,0.002477378,0.00025994,0.001069287,6.74E-05,0.001001818,0.000129141,0.000138683
PC(44:2),3.02E-05,7.45E-05,8.86E-06,0.000272512,2.99E-05,0.000270341,0.000216365,0.000106107,6.88E-05,1.60E-06,2.00E-05,0.000115813
PC(44:1),0.000327189,0.000802104,0.000498383,0.006521456,0.006313323,0.008489682,0.003454547,0.003361035,0.003824222,0.00291659,0.002846045,0.003146203
PC(44:0),0.001682138,0.001996614,0.001343904,4.14E-05,0.001806306,0.000140963,2.50E-06,7.53E-05,8.24E-07,0.000649437,0.000472358,0.000161295
PC(46:9),0.001232145,5.72E-05,3.78E-06,3.56E-05,4.23E-05,2.86E-05,1.62E-05,1.91E-05,6.31E-05,0.00023341,1.57E-05,0.000258383
PC(46:8),0.016255258,0.019092248,0.015596406,0.001210876,0.000880496,0.001207629,0.000866771,0.000992753,0.001038859,3.71E-05,0.000335497,4.31E-05
PC(46:7),0.247318687,0.250066003,0.210085744,0.001690539,0.001187463,0.001502761,0.005783857,0.005392059,0.006038064,0.000173011,0.000119913,6.03E-05
PC(46:4),0.006656442,5.47E-05,2.89E-05,0.003943237,0.003370066,0.001553786,0.003578132,0.002950247,0.001100622,0.004309875,0.00457214,0.004348382
PC(46:3),0.01220681,0.013930792,0.012490211,0.007328464,0.005731288,0.007803801,0.003925169,0.000789369,0.002405672,0.012886431,0.008651762,0.009873001
SM(d18:1/14:0),0.012658004,0.009585312,0.00997741,0.008342752,0.007683934,0.010356447,0.016581828,0.011525908,0.013374239,0.003654899,0.003593109,0.003109929
SM(d18:1/16:1),0.094376544,0.083155251,0.084599219,0.064135037,0.061443615,0.065523349,0.084676498,0.076751891,0.086095633,0.058349581,0.058358015,0.044767516
SM(d18:1/16:0),1.63935481,1.329476608,1.337212312,1.099885331,1.112955871,1.103531087,1.354875849,1.275183396,1.297680344,0.97463417,0.982294499,0.843865376
SM(d18:0/16:0),0.215992546,0.243552599,0.222859746,0.139222096,0.134875994,0.148724702,0.204889725,0.212319386,0.227215755,0.098550546,0.108296834,0.107375941
SM(d18:1/18:1),0.026124531,0.027242831,0.030772224,0.016831543,0.019218853,0.024304408,0.024206686,0.026516365,0.037479444,0.026672853,0.02913591,0.024697676
SM(d18:1/18:0),0.001767119,0.000948799,0.001258768,0.001169119,0.001082501,0.00050858,0.001499627,0.001288514,0.001686917,0.000541767,0.001137559,0.001201052
SM(d18:1/18:0),0.053311848,0.060965802,0.062464182,0.060835971,0.069250417,0.071009862,0.046239823,0.057753659,0.062325066,0.087657422,0.094972045,0.078067985
SM(d18:1/20:1),0.008375384,0.008014027,0.006881456,0.006585098,0.007918308,0.007012551,0.006092327,0.006296328,0.006025637,0.01010157,0.011272334,0.009763252
SM(d18:1/20:0),0.036241488,0.038547794,0.031446729,0.030084938,0.03387644,0.030127234,0.024738542,0.024967903,0.024812908,0.041901579,0.045164071,0.041529115
SM(d18:1/22:1),0.108507081,0.108356475,0.094211297,0.073729846,0.076784326,0.071948698,0.056209862,0.059008831,0.064611483,0.101710769,0.105708005,0.107911815
SM(d18:1/22:0),0.239011549,0.243823865,0.220114863,0.156545637,0.163473633,0.155004602,0.135292342,0.134151602,0.133635435,0.189528496,0.205462244,0.209615416
