"FA_summed","prod_fraction","nr_of_FAs","FAs"
"76:2",0,3,"24:2|26:0|26:0"
"76:3",0,3,"24:2|26:0|26:1"
"76:4",0,3,"24:2|26:0|26:2"
"76:7",0,3,"24:2|26:0|26:5"
"76:8",0,3,"24:2|26:0|26:6"
"76:4",0,3,"24:2|26:1|26:1"
"76:7",0,3,"24:2|26:1|26:4"
"76:8",0,3,"24:2|26:1|26:5"
"76:9",0,3,"24:2|26:1|26:6"
"76:7",0,3,"24:2|26:2|26:3"
"76:8",0,3,"24:2|26:2|26:4"
"76:9",0,3,"24:2|26:2|26:5"
"76:8",0,3,"24:2|26:3|26:3"
"76:9",0,3,"24:2|26:3|26:4"
"76:13",0,3,"24:2|26:5|26:6"
"76:14",0,3,"24:2|26:6|26:6"
"76:3",0,3,"24:3|26:0|26:0"
"76:4",0,3,"24:3|26:0|26:1"
"76:7",0,3,"24:3|26:0|26:4"
"76:8",0,3,"24:3|26:0|26:5"
"76:9",0,3,"24:3|26:0|26:6"
"76:7",0,3,"24:3|26:1|26:3"
"76:8",0,3,"24:3|26:1|26:4"
"76:9",0,3,"24:3|26:1|26:5"
"76:7",0,3,"24:3|26:2|26:2"
"76:8",0,3,"24:3|26:2|26:3"
"76:9",0,3,"24:3|26:2|26:4"
"76:9",0,3,"24:3|26:3|26:3"
"76:13",0,3,"24:3|26:4|26:6"
"76:13",0,3,"24:3|26:5|26:5"
"76:14",0,3,"24:3|26:5|26:6"
"76:4",0,3,"24:4|26:0|26:0"
"76:7",0,3,"24:4|26:0|26:3"
"76:8",0,3,"24:4|26:0|26:4"
"76:9",0,3,"24:4|26:0|26:5"
"76:7",0,3,"24:4|26:1|26:2"
"76:8",0,3,"24:4|26:1|26:3"
"76:9",0,3,"24:4|26:1|26:4"
"76:8",0,3,"24:4|26:2|26:2"
"76:9",0,3,"24:4|26:2|26:3"
"76:13",0,3,"24:4|26:3|26:6"
"76:13",0,3,"24:4|26:4|26:5"
"76:14",0,3,"24:4|26:4|26:6"
"76:14",0,3,"24:4|26:5|26:5"
"76:7",0,3,"24:5|26:0|26:2"
"76:8",0,3,"24:5|26:0|26:3"
"76:9",0,3,"24:5|26:0|26:4"
"76:7",0,3,"24:5|26:1|26:1"
"76:8",0,3,"24:5|26:1|26:2"
"76:9",0,3,"24:5|26:1|26:3"
"76:9",0,3,"24:5|26:2|26:2"
"76:13",0,3,"24:5|26:2|26:6"
"76:13",0,3,"24:5|26:3|26:5"
"76:14",0,3,"24:5|26:3|26:6"
"76:13",0,3,"24:5|26:4|26:4"
"76:14",0,3,"24:5|26:4|26:5"
"76:7",0,3,"24:6|26:0|26:1"
"76:8",0,3,"24:6|26:0|26:2"
"76:9",0,3,"24:6|26:0|26:3"
"76:8",0,3,"24:6|26:1|26:1"
"76:9",0,3,"24:6|26:1|26:2"
"76:13",0,3,"24:6|26:1|26:6"
"76:13",0,3,"24:6|26:2|26:5"
"76:14",0,3,"24:6|26:2|26:6"
"76:13",0,3,"24:6|26:3|26:4"
"76:14",0,3,"24:6|26:3|26:5"
"76:14",0,3,"24:6|26:4|26:4"
"78:1",0,3,"26:0|26:0|26:1"
"78:2",0,3,"26:0|26:0|26:2"
"78:3",0,3,"26:0|26:0|26:3"
"78:4",0,3,"26:0|26:0|26:4"
"78:2",0,3,"26:0|26:1|26:1"
"78:3",0,3,"26:0|26:1|26:2"
"78:4",0,3,"26:0|26:1|26:3"
"78:7",0,3,"26:0|26:1|26:6"
"78:4",0,3,"26:0|26:2|26:2"
"78:7",0,3,"26:0|26:2|26:5"
"78:8",0,3,"26:0|26:2|26:6"
"78:7",0,3,"26:0|26:3|26:4"
"78:8",0,3,"26:0|26:3|26:5"
"78:9",0,3,"26:0|26:3|26:6"
"78:8",0,3,"26:0|26:4|26:4"
"78:9",0,3,"26:0|26:4|26:5"
"78:3",0,3,"26:1|26:1|26:1"
"78:4",0,3,"26:1|26:1|26:2"
"78:7",0,3,"26:1|26:1|26:5"
"78:8",0,3,"26:1|26:1|26:6"
"78:7",0,3,"26:1|26:2|26:4"
"78:8",0,3,"26:1|26:2|26:5"
"78:9",0,3,"26:1|26:2|26:6"
"78:7",0,3,"26:1|26:3|26:3"
"78:8",0,3,"26:1|26:3|26:4"
"78:9",0,3,"26:1|26:3|26:5"
"78:9",0,3,"26:1|26:4|26:4"
"78:13",0,3,"26:1|26:6|26:6"
"78:7",0,3,"26:2|26:2|26:3"
"78:8",0,3,"26:2|26:2|26:4"
"78:9",0,3,"26:2|26:2|26:5"
"78:8",0,3,"26:2|26:3|26:3"
"78:9",0,3,"26:2|26:3|26:4"
"78:13",0,3,"26:2|26:5|26:6"
"78:14",0,3,"26:2|26:6|26:6"
"78:9",0,3,"26:3|26:3|26:3"
"78:13",0,3,"26:3|26:4|26:6"
"78:13",0,3,"26:3|26:5|26:5"
"78:14",0,3,"26:3|26:5|26:6"
"78:13",0,3,"26:4|26:4|26:5"
"78:14",0,3,"26:4|26:4|26:6"
"78:14",0,3,"26:4|26:5|26:5"
"68:2",0.00840605709211169,4,"16:0|16:0|18:1|18:1"
"68:1",0.00840605704866246,4,"16:0|16:0|18:0|18:1"
"70:5",0.00840605704866246,4,"16:0|16:0|18:1|20:4"
"70:2",0.00840605704866246,4,"16:0|18:0|18:1|18:1"
"72:6",0.00840605704866246,4,"16:0|18:1|18:1|20:4"
"72:5",0.00840605700521323,4,"16:0|18:0|18:1|20:4"
"74:7",0.00630454285167069,4,"16:0|18:1|18:1|22:5"
"74:6",0.00630454281908377,4,"16:0|18:0|18:1|22:5"
"76:10",0.00630454281908377,4,"16:0|18:1|20:4|22:5"
"66:1",0.00560403806140779,4,"16:0|16:0|16:0|18:1"
"70:3",0.00560403806140779,4,"16:0|18:1|18:1|18:1"
"66:2",0.00420302856778046,4,"16:0|16:0|16:1|18:1"
"68:3",0.00420302856778046,4,"16:0|16:0|18:1|18:2"
"68:3",0.00420302856778046,4,"16:0|16:1|18:1|18:1"
"70:4",0.00420302856778046,4,"16:0|18:1|18:1|18:2"
"70:6",0.00420302854605584,4,"16:0|16:1|18:1|20:4"
"72:7",0.00420302854605584,4,"16:0|18:1|18:2|20:4"
"70:1",0.00420302850260662,4,"16:0|18:0|18:0|18:1"
"74:9",0.00420302850260662,4,"16:0|18:1|20:4|20:4"
"74:8",0.00378272567624303,4,"16:0|18:1|18:1|22:6"
"74:10",0.00378272565669088,4,"16:0|18:1|20:4|20:5"
"76:11",0.00378272565669088,4,"16:0|18:1|20:4|22:6"
"76:7",0.00315227140954188,4,"18:0|18:1|18:1|22:5"
"78:11",0.00315227140954188,4,"18:1|18:1|20:4|22:5"
"76:9",0.00315227139324842,4,"16:0|18:0|20:4|22:5"
"78:10",0.00315227139324842,4,"18:0|18:1|20:4|22:5"
"78:12",0.00283704427184639,4,"16:0|18:1|22:5|22:6"
"66:0",0.00280201901622082,4,"16:0|16:0|16:0|18:0"
"68:4",0.00280201901622082,4,"16:0|16:0|16:0|20:4"
"72:3",0.00280201901622082,4,"18:0|18:1|18:1|18:1"
"64:1",0.00252181717542766,4,"14:0|16:0|16:0|18:1"
"68:5",0.00252181716239289,4,"14:0|16:0|18:1|20:4"
"72:2",0.00210151428389023,4,"16:0|18:1|18:1|20:0"
"76:8",0.00210151428389023,4,"18:1|18:1|18:1|22:5"
"72:1",0.00210151427302792,4,"16:0|18:0|18:1|20:0"
"74:5",0.00210151427302792,4,"16:0|18:1|20:0|20:4"
"72:4",0.00210151427302792,4,"18:0|18:1|18:1|18:2"
"68:0",0.00210151425130331,4,"16:0|16:0|18:0|18:0"
"72:8",0.00210151425130331,4,"16:0|16:0|20:4|20:4"
"70:7",0.00189136284789759,4,"16:0|16:1|18:1|20:5"
"72:9",0.00189136282834544,4,"16:0|16:0|20:4|20:5"
"76:12",0.00170222654746611,4,"16:0|18:1|20:5|22:6"
"76:6",0.0015761357210644,4,"16:0|18:1|20:0|22:5"
"78:13",0.00157613569662421,4,"16:0|20:4|20:4|22:5"
"80:14",0.00157613569662421,4,"18:1|20:4|20:4|22:5"
"80:13",0.00141852213592319,4,"18:1|18:1|22:5|22:6"
"78:14",0.00141852212859114,4,"16:0|20:4|20:5|22:5"
"80:15",0.00141852212859114,4,"16:0|20:4|22:5|22:6"
"80:12",0.00141852212859114,4,"18:0|18:1|22:5|22:6"
"80:15",0.00141852212859114,4,"18:1|20:4|20:5|22:5"
"82:16",0.00141852212859114,4,"18:1|20:4|22:5|22:6"
"64:0",0.00140100951535195,4,"16:0|16:0|16:0|16:0"
"64:2",0.00126090859423121,4,"14:0|16:0|16:1|18:1"
"66:3",0.00126090859423121,4,"14:0|16:0|18:1|18:2"
"66:4",0.00126090858119644,4,"14:0|16:0|16:0|20:4"
"80:11",0.00118210178468825,4,"18:0|18:1|22:5|22:5"
"82:15",0.00118210178468825,4,"18:1|20:4|22:5|22:5"
"68:6",0.00113481772438028,4,"14:0|16:0|18:1|20:5"
"70:0",0.00105075713651396,4,"16:0|16:0|18:0|20:0"
"74:2",0.00105075713651396,4,"18:0|18:1|18:1|20:0"
"74:4",0.00105075713108281,4,"16:0|18:0|20:0|20:4"
"76:5",0.00105075713108281,4,"18:0|18:1|20:0|20:4"
"72:10",0.000945681419060758,4,"16:0|16:1|20:4|20:5"
"74:11",0.000945681419060758,4,"16:0|16:1|20:4|22:6"
"74:11",0.000945681419060758,4,"16:0|18:2|20:4|20:5"
"74:11",0.000945681419060758,4,"16:1|18:1|20:4|20:5"
"76:13",0.000945681409284681,4,"16:0|20:4|20:4|20:5"
"78:15",0.000851113269333821,4,"16:0|20:4|20:5|22:6"
"80:16",0.000851113269333821,4,"18:1|20:4|20:5|22:6"
"74:3",0.000840605783074857,4,"16:0|18:1|18:1|22:1"
"74:1",0.000840605778729934,4,"16:0|18:0|18:1|22:0"
"62:0",0.000840605725142553,4,"14:0|16:0|16:0|16:0"
"78:7",0.000788067860532201,4,"18:1|18:1|20:0|22:5"
"78:9",0.000788067856458836,4,"16:0|20:0|20:4|22:5"
"78:6",0.000788067856458836,4,"18:0|18:1|20:0|22:5"
"80:10",0.000788067856458836,4,"18:1|20:0|20:4|22:5"
"82:17",0.000638334958599217,4,"18:1|20:5|22:5|22:6"
"78:8",0.000630454340564835,4,"16:0|18:1|22:2|22:5"
"62:1",0.000630454297115607,4,"14:0|16:0|16:0|16:1"
"66:5",0.000630454293856914,4,"14:0|16:0|16:1|20:4"
"70:8",0.00063045428733953,4,"14:0|16:0|20:4|20:4"
"82:14",0.000591050889289103,4,"18:0|20:4|22:5|22:5"
"70:9",0.000567408859257316,4,"14:0|16:0|20:4|20:5"
"84:17",0.000531945803720719,4,"18:1|22:5|22:5|22:6"
"72:0",0.000525378565541404,4,"16:0|18:0|18:0|20:0"
"74:12",0.000425556639066145,4,"16:0|16:1|20:5|22:6"
"76:14",0.00042555663466691,4,"16:0|20:4|20:5|20:5"
"76:2",0.000420302889364967,4,"18:0|18:1|18:1|22:0"
"76:3",0.000420302889364967,4,"18:0|18:1|18:1|22:1"
"76:4",0.000420302889364967,4,"18:0|18:1|18:1|22:2"
"78:5",0.000420302887192505,4,"18:0|18:1|20:4|22:0"
"76:1",0.000420302804638972,4,"16:0|16:0|18:1|26:0"
"78:2",0.000420302804638972,4,"16:0|18:1|18:1|26:0"
"78:1",0.000420302802466511,4,"16:0|18:0|18:1|26:0"
"80:5",0.000420302802466511,4,"16:0|18:1|20:4|26:0"
"80:9",0.000394033926192735,4,"18:0|20:0|20:4|22:5"
"82:12",0.000354630535813813,4,"18:1|20:0|22:5|22:6"
"82:18",0.00035463053031477,4,"20:4|20:4|20:5|22:5"
"84:19",0.00035463053031477,4,"20:4|20:4|22:5|22:6"
"84:18",0.000319167479299609,4,"18:1|22:5|22:6|22:6"
"84:20",0.000319167477649896,4,"20:4|20:5|22:5|22:6"
"80:7",0.000315227170282417,4,"18:1|18:1|22:0|22:5"
"80:8",0.000315227170282417,4,"18:1|18:1|22:1|22:5"
"80:6",0.000315227168653071,4,"18:0|18:1|22:0|22:5"
"82:10",0.000315227168653071,4,"18:1|20:4|22:0|22:5"
"82:11",0.000315227168653071,4,"18:1|20:4|22:1|22:5"
"82:13",0.000315227168653071,4,"18:1|20:4|22:3|22:5"
"64:3",0.000315227150187149,4,"14:0|16:0|16:1|18:2"
"82:6",0.000315227105108575,4,"16:0|18:1|22:5|26:0"
"84:16",0.000295525449227087,4,"18:1|22:5|22:5|22:5"
"66:6",0.000283704432561481,4,"14:0|16:0|16:1|20:5"
"68:7",0.000283704432561481,4,"14:0|16:0|16:1|22:6"
"68:7",0.000283704432561481,4,"14:0|16:0|18:2|20:5"
"68:7",0.000283704432561481,4,"14:0|16:1|18:1|20:5"
"86:20",0.000265972900485599,4,"20:4|22:5|22:5|22:6"
"72:11",0.000255333986959074,4,"14:0|16:0|20:5|22:6"
"78:16",0.000212778318433264,4,"16:1|20:4|20:5|22:6"
"80:17",0.000212778318433264,4,"18:2|20:4|20:5|22:6"
"82:19",0.000212778316233647,4,"20:4|20:4|20:5|22:6"
"74:0",0.000210151443596253,4,"16:0|18:0|18:0|22:0"
"78:3",0.000210151403405717,4,"16:0|18:1|18:2|26:0"
"76:0",0.000210151401233256,4,"16:0|16:0|18:0|26:0"
"78:4",0.000210151401233256,4,"16:0|16:0|20:4|26:0"
"80:2",0.000210151401233256,4,"18:0|18:1|18:1|26:0"
"80:4",0.000210151400147025,4,"16:0|18:0|20:4|26:0"
"82:5",0.000210151400147025,4,"18:0|18:1|20:4|26:0"
"60:0",0.000189136291741636,4,"14:0|14:0|16:0|16:0"
"64:4",0.000189136290764028,4,"14:0|14:0|16:0|20:4"
"82:7",0.000189136261327176,4,"16:0|18:1|22:6|26:0"
"84:15",0.000177315266990399,4,"20:0|20:4|22:5|22:6"
"86:21",0.000159583738824948,4,"20:4|22:5|22:6|22:6"
"62:2",0.000158033880387854,4,"12:0|16:0|16:1|18:1"
"82:9",0.000157613583511862,4,"18:0|20:4|22:0|22:5"
"84:7",0.000157613552554288,4,"18:1|18:1|22:5|26:0"
"84:12",0.000157613552554288,4,"18:1|18:1|22:5|26:5"
"84:13",0.000157613552554288,4,"18:1|18:1|22:5|26:6"
"84:9",0.000157613551739615,4,"16:0|20:4|22:5|26:0"
"84:14",0.000157613551739615,4,"16:0|20:4|22:5|26:5"
"84:6",0.000157613551739615,4,"18:0|18:1|22:5|26:0"
"84:11",0.000157613551739615,4,"18:0|18:1|22:5|26:5"
"84:10",0.000157613551739615,4,"18:1|20:4|22:5|24:0"
"86:10",0.000157613551739615,4,"18:1|20:4|22:5|26:0"
"86:15",0.000157613551739615,4,"18:1|20:4|22:5|26:5"
"86:16",0.000157613551739615,4,"18:1|20:4|22:5|26:6"
"86:19",0.000147762723849788,4,"20:4|22:5|22:5|22:5"
"70:10",0.000141852215547535,4,"14:0|16:1|20:4|20:5"
"74:13",0.000141852214081123,4,"14:0|20:4|20:4|20:5"
"80:3",0.000140100934879657,4,"18:1|18:1|18:1|26:0"
"76:15",0.000127666992819652,4,"14:0|20:4|20:5|22:6"
"80:18",0.000106389158116823,4,"20:4|20:4|20:5|20:5"
"80:1",0.000105075701702858,4,"16:0|18:1|20:0|26:0"
"78:0",0.000105075700073512,4,"16:0|18:0|18:0|26:0"
"82:8",0.000105075700073512,4,"16:0|20:4|20:4|26:0"
"82:20",9.57502424151218e-05,4,"20:4|20:5|20:5|22:6"
"84:21",9.57502424151218e-05,4,"20:4|20:5|22:6|22:6"
"60:1",9.48203295396655e-05,4,"12:0|14:0|16:0|18:1"
"84:8",9.45681306635881e-05,4,"18:1|18:1|22:6|26:0"
"86:11",9.45681301747843e-05,4,"18:1|20:4|22:6|26:0"
"86:17",9.45681301747843e-05,4,"18:1|20:4|22:6|26:6"
"64:5",8.51113309415734e-05,4,"14:0|14:0|16:0|20:5"
"68:8",7.90169389686589e-05,4,"12:0|16:0|20:4|20:4"
"86:9",7.88067754624708e-05,4,"18:0|20:4|22:5|26:0"
"86:14",7.88067754624708e-05,4,"18:0|20:4|22:5|26:5"
"86:22",7.18126825537122e-05,4,"20:5|22:5|22:6|22:6"
"68:9",7.11152451534776e-05,4,"12:0|16:0|20:4|20:5"
"86:18",7.09261126618054e-05,4,"20:4|22:3|22:5|22:6"
"86:12",7.09260983642939e-05,4,"18:1|22:5|22:6|24:0"
"88:12",7.09260983642939e-05,4,"18:1|22:5|22:6|26:0"
"88:17",7.09260983642939e-05,4,"18:1|22:5|22:6|26:5"
"88:18",7.09260983642939e-05,4,"18:1|22:5|22:6|26:6"
"88:21",6.64932258087801e-05,4,"22:5|22:5|22:5|22:6"
"72:12",6.38334970697112e-05,4,"14:0|16:1|20:5|22:6"
"74:14",6.3833496409826e-05,4,"14:0|20:4|20:5|20:5"
"88:22",5.98439026779978e-05,4,"22:5|22:5|22:6|22:6"
"88:11",5.91050825133602e-05,4,"18:1|22:5|22:5|26:0"
"88:16",5.91050825133602e-05,4,"18:1|22:5|22:5|26:5"
"82:2",5.25378508514292e-05,4,"18:1|18:1|20:0|26:0"
"80:0",5.25378505798715e-05,4,"16:0|18:0|20:0|26:0"
"82:4",5.25378505798715e-05,4,"16:0|20:0|20:4|26:0"
"82:1",5.25378505798715e-05,4,"18:0|18:1|20:0|26:0"
"84:5",5.25378505798715e-05,4,"18:1|20:0|20:4|26:0"
"78:17",4.78751217024748e-05,4,"16:1|20:5|20:5|22:6"
"58:0",4.74101647698327e-05,4,"12:0|14:0|16:0|16:0"
"62:4",4.74101645247791e-05,4,"12:0|14:0|16:0|20:4"
"82:3",4.20302841570812e-05,4,"16:0|18:1|22:2|26:0"
"62:3",3.9508470301175e-05,4,"12:0|16:0|16:1|18:2"
"86:6",3.94033883422401e-05,4,"18:1|20:0|22:5|26:0"
"86:13",3.94033877312354e-05,4,"20:4|20:4|22:5|24:0"
"88:13",3.94033877312354e-05,4,"20:4|20:4|22:5|26:0"
"88:19",3.94033877312354e-05,4,"20:4|20:4|22:5|26:6"
"64:6",3.55576229443193e-05,4,"12:0|16:0|16:1|20:5"
"66:7",3.55576229443193e-05,4,"12:0|16:0|16:1|22:6"
"66:7",3.55576229443193e-05,4,"12:0|16:0|18:2|20:5"
"66:7",3.55576229443193e-05,4,"12:0|16:1|18:1|20:5"
"88:14",3.54630489988455e-05,4,"20:4|20:5|22:5|26:0"
"88:20",3.54630489988455e-05,4,"20:4|20:5|22:5|26:6"
"88:15",3.54630489988455e-05,4,"20:4|22:5|22:6|24:0"
"88:20",3.54630489988455e-05,4,"20:4|22:5|22:6|24:5"
"90:15",3.54630489988455e-05,4,"20:4|22:5|22:6|26:0"
"90:20",3.54630489988455e-05,4,"20:4|22:5|22:6|26:5"
"90:21",3.54630489988455e-05,4,"20:4|22:5|22:6|26:6"
"70:11",3.2001860355823e-05,4,"12:0|16:0|20:5|22:6"
"80:19",3.19167474717073e-05,4,"20:4|20:5|20:5|20:5"
"88:10",2.95525411039289e-05,4,"18:0|22:5|22:5|26:0"
"90:14",2.95525411039289e-05,4,"20:4|22:5|22:5|26:0"
"90:19",2.95525411039289e-05,4,"20:4|22:5|22:5|26:5"
"76:16",2.87250734174159e-05,4,"14:0|20:5|20:5|22:6"
"84:4",2.62689251541569e-05,4,"18:0|20:0|20:4|26:0"
"88:23",2.39375608512374e-05,4,"22:5|22:6|22:6|22:6"
"58:1",2.37050825074432e-05,4,"12:0|14:0|16:0|16:1"
"60:2",2.37050825074432e-05,4,"12:0|14:0|16:0|18:2"
"60:2",2.37050825074432e-05,4,"12:0|14:0|16:1|18:1"
"86:7",2.3642032788098e-05,4,"18:1|20:0|22:6|26:0"
"84:22",2.15438045681481e-05,4,"20:5|20:5|22:6|22:6"
"62:5",2.1334574060656e-05,4,"12:0|14:0|16:0|20:5"
"84:2",2.10151420785406e-05,4,"18:1|18:1|22:0|26:0"
"84:3",2.10151420785406e-05,4,"18:1|18:1|22:1|26:0"
"82:0",2.10151419699175e-05,4,"16:0|18:0|22:0|26:0"
"84:1",2.10151419699175e-05,4,"18:0|18:1|22:0|26:0"
"86:5",2.10151419699175e-05,4,"18:1|20:4|22:0|26:0"
"86:8",2.10151419699175e-05,4,"18:1|20:4|22:3|26:0"
"88:9",1.97016940692859e-05,4,"20:0|20:4|22:5|26:0"
"68:10",1.77788113802645e-05,4,"12:0|16:1|20:4|20:5"
"72:13",1.77788111964743e-05,4,"12:0|20:4|20:4|20:5"
"74:15",1.60009300952059e-05,4,"12:0|20:4|20:5|22:6"
"90:16",1.59583720678106e-05,4,"20:5|22:5|22:6|26:0"
"90:22",1.59583720678106e-05,4,"20:5|22:5|22:6|26:6"
"88:6",1.57613566403727e-05,4,"18:1|22:0|22:5|26:0"
"88:7",1.57613566403727e-05,4,"18:1|22:1|22:5|26:0"
"88:8",1.57613566403727e-05,4,"18:1|22:2|22:5|26:0"
"82:21",1.43625363787654e-05,4,"20:5|20:5|20:5|22:6"
"86:23",1.43625363787654e-05,4,"20:5|22:6|22:6|22:6"
"92:16",1.32986435120431e-05,4,"22:5|22:5|22:6|26:0"
"92:21",1.32986435120431e-05,4,"22:5|22:5|22:6|26:5"
"92:22",1.32986435120431e-05,4,"22:5|22:5|22:6|26:6"
"66:8",1.18525410699314e-05,4,"12:0|14:0|20:4|20:4"
"66:9",1.06672869751909e-05,4,"12:0|14:0|20:4|20:5"
"86:4",1.05075709306472e-05,4,"18:0|20:4|22:0|26:0"
"86:1",1.05075688668092e-05,4,"16:0|18:1|26:0|26:0"
"86:2",1.05075688668092e-05,4,"18:1|18:1|24:0|26:0"
"84:0",1.05075688124976e-05,4,"16:0|18:0|24:0|26:0"
"88:5",1.05075688124976e-05,4,"18:1|20:4|24:0|26:0"
"90:10",1.05075688124976e-05,4,"18:1|20:4|26:0|26:5"
"90:11",1.05075688124976e-05,4,"18:1|20:4|26:0|26:6"
"90:17",8.86576234136209e-06,4,"20:0|22:5|22:6|26:6"
"70:12",8.00046513030854e-06,4,"12:0|16:1|20:5|22:6"
"72:14",8.00046504760293e-06,4,"12:0|20:4|20:5|20:5"
"90:23",7.97918603390531e-06,4,"22:5|22:6|22:6|24:6"
"92:17",7.97918603390531e-06,4,"22:5|22:6|22:6|26:0"
"92:23",7.97918603390531e-06,4,"22:5|22:6|22:6|26:6"
"90:9",7.88067827945272e-06,4,"20:4|22:0|22:5|26:0"
"90:12",7.88067827945272e-06,4,"20:4|22:3|22:5|26:0"
"90:18",7.88067827945272e-06,4,"20:4|22:3|22:5|26:6"
"90:13",7.88067827945272e-06,4,"20:4|22:4|22:5|26:0"
"90:18",7.88067827945272e-06,4,"20:4|22:4|22:5|26:5"
"90:6",7.88067669084051e-06,4,"18:1|22:5|24:0|26:0"
"92:11",7.88067669084051e-06,4,"18:1|22:5|26:0|26:5"
"92:12",7.88067669084051e-06,4,"18:1|22:5|26:0|26:6"
"92:15",7.38813535235782e-06,4,"22:5|22:5|22:5|26:0"
"92:20",7.38813535235782e-06,4,"22:5|22:5|22:5|26:5"
"56:0",7.11152485025443e-06,4,"12:0|14:0|14:0|16:0"
"60:3",5.92627065749251e-06,4,"12:0|14:0|16:1|18:2"
"62:6",5.33364354273252e-06,4,"12:0|14:0|16:1|20:5"
"64:7",5.33364354273252e-06,4,"12:0|14:0|16:1|22:6"
"64:7",5.33364354273252e-06,4,"12:0|14:0|18:2|20:5"
"86:3",5.25378554679091e-06,4,"18:1|20:0|22:2|26:0"
"88:2",5.25378443340458e-06,4,"18:1|18:1|26:0|26:0"
"86:0",5.25378440624882e-06,4,"16:0|18:0|26:0|26:0"
"88:4",5.25378440624882e-06,4,"16:0|20:4|26:0|26:0"
"88:1",5.25378440624882e-06,4,"18:0|18:1|26:0|26:0"
"90:5",5.25378440624882e-06,4,"18:1|20:4|26:0|26:0"
"68:11",4.80027914434961e-06,4,"12:0|14:0|20:5|22:6"
"90:7",4.72840597105509e-06,4,"18:1|22:6|24:0|26:0"
"92:13",4.72840597105509e-06,4,"18:1|22:6|26:0|26:6"
"92:18",4.72840597105509e-06,4,"18:1|22:6|26:5|26:6"
"92:6",3.94033834542025e-06,4,"18:1|22:5|26:0|26:0"
"92:10",3.94033832505343e-06,4,"18:0|22:5|26:0|26:5"
"92:9",3.94033832505343e-06,4,"20:4|22:5|24:0|26:0"
"92:14",3.94033832505343e-06,4,"20:4|22:5|24:0|26:5"
"92:14",3.94033832505343e-06,4,"20:4|22:5|24:5|26:0"
"92:19",3.94033832505343e-06,4,"20:4|22:5|24:5|26:5"
"94:14",3.94033832505343e-06,4,"20:4|22:5|26:0|26:5"
"94:15",3.94033832505343e-06,4,"20:4|22:5|26:0|26:6"
"94:20",3.94033832505343e-06,4,"20:4|22:5|26:5|26:6"
"74:16",3.6002092755566e-06,4,"12:0|20:5|20:5|22:6"
"76:17",3.6002092755566e-06,4,"12:0|20:5|22:6|22:6"
"80:20",3.59063409469135e-06,4,"20:5|20:5|20:5|20:5"
"88:24",3.59063409469135e-06,4,"22:6|22:6|22:6|22:6"
"60:4",3.55576240674819e-06,4,"12:0|14:0|14:0|20:4"
"78:18",3.19167504411904e-06,4,"18:3|20:5|20:5|20:5"
"58:2",2.96313532874625e-06,4,"12:0|14:0|16:1|16:1"
"88:3",2.62689223028017e-06,4,"18:1|18:2|26:0|26:0"
"90:4",2.62689218954653e-06,4,"18:0|20:4|26:0|26:0"
"90:8",2.62689218954653e-06,4,"20:4|20:4|24:0|26:0"
"66:10",2.40013957217481e-06,4,"12:0|14:0|20:5|20:5"
"92:7",2.36420298552754e-06,4,"18:1|22:6|26:0|26:0"
"94:16",2.36420297330745e-06,4,"20:4|22:6|26:0|26:6"
"94:21",2.36420297330745e-06,4,"20:4|22:6|26:5|26:6"
"92:5",1.97016916252672e-06,4,"18:0|22:5|26:0|26:0"
"94:9",1.97016916252672e-06,4,"20:4|22:5|26:0|26:0"
"94:19",1.97016916252672e-06,4,"20:4|22:5|26:5|26:5"
"56:1",1.77788122175312e-06,4,"12:0|14:0|14:0|16:1"
"94:11",1.77315224831073e-06,4,"22:5|22:6|24:0|26:0"
"94:17",1.77315224831073e-06,4,"22:5|22:6|24:0|26:6"
"94:22",1.77315224831073e-06,4,"22:5|22:6|24:5|26:6"
"94:17",1.77315224831073e-06,4,"22:5|22:6|24:6|26:0"
"94:22",1.77315224831073e-06,4,"22:5|22:6|24:6|26:5"
"94:23",1.77315224831073e-06,4,"22:5|22:6|24:6|26:6"
"96:16",1.77315224831073e-06,4,"22:5|22:6|26:0|26:5"
"96:17",1.77315224831073e-06,4,"22:5|22:6|26:0|26:6"
"96:22",1.77315224831073e-06,4,"22:5|22:6|26:5|26:6"
"60:5",1.60009308487459e-06,4,"12:0|14:0|14:0|20:5"
"90:24",1.59583719211695e-06,4,"22:6|22:6|22:6|24:6"
"92:24",1.59583719211695e-06,4,"22:6|22:6|22:6|26:6"
"94:10",1.47762688717015e-06,4,"22:5|22:5|24:0|26:0"
"96:15",1.47762688717015e-06,4,"22:5|22:5|26:0|26:5"
"96:21",1.47762688717015e-06,4,"22:5|22:5|26:5|26:6"
"88:0",1.31344611514008e-06,4,"16:0|20:0|26:0|26:0"
"90:1",1.31344611514008e-06,4,"18:1|20:0|26:0|26:0"
"92:8",1.31344609477326e-06,4,"20:4|20:4|26:0|26:0"
"72:15",1.20006975851887e-06,4,"12:0|20:5|20:5|20:5"
"64:8",1.06672879676582e-06,4,"12:0|14:0|18:3|20:5"
"90:2",1.0507569790105e-06,4,"18:1|22:1|24:0|26:0"
"90:3",1.0507569790105e-06,4,"18:1|22:2|24:0|26:0"
"54:0",8.91311132862561e-07,4,"12:0|12:0|14:0|16:0"
"96:11",8.86576124155363e-07,4,"22:5|22:6|26:0|26:0"
