CE(14:0)	LION:0000000
CL(84:9)	LION:0001124
CL(86:1)	LION:0001125
CL(86:10)	LION:0001126
CL(86:11)	LION:0001127
CL(86:12)	LION:0001128
CL(86:13)	LION:0001129
CL(86:14)	LION:0001130
CL(86:15)	LION:0001131
CL(86:16)	LION:0001132
CL(86:17)	LION:0001133
CL(86:18)	LION:0001134
CL(86:19)	LION:0001135
CL(86:2)	LION:0001136
CL(86:20)	LION:0001137
CL(86:21)	LION:0001138
CL(86:22)	LION:0001139
CL(86:3)	LION:0001140
CL(86:4)	LION:0001141
CL(86:5)	LION:0001142
CL(86:6)	LION:0001143
CL(86:7)	LION:0001144
CL(86:8)	LION:0001145
CL(86:9)	LION:0001146
CL(88:1)	LION:0001147
CL(88:10)	LION:0001148
CL(88:11)	LION:0001149
CL(88:12)	LION:0001150
CL(88:13)	LION:0001151
CL(88:14)	LION:0001152
CL(88:15)	LION:0001153
CL(88:16)	LION:0001154
CL(88:17)	LION:0001155
CL(88:18)	LION:0001156
CL(88:19)	LION:0001157
CL(88:2)	LION:0001158
CL(88:20)	LION:0001159
CL(88:21)	LION:0001160
CL(88:22)	LION:0001161
CL(88:23)	LION:0001162
CL(88:3)	LION:0001163
CL(88:4)	LION:0001164
CL(88:5)	LION:0001165
CL(88:6)	LION:0001166
CL(88:7)	LION:0001167
CL(88:8)	LION:0001168
CL(88:9)	LION:0001169
CL(90:1)	LION:0001170
CL(90:10)	LION:0001171
CL(90:11)	LION:0001172
CL(90:12)	LION:0001173
CL(90:13)	LION:0001174
CL(90:14)	LION:0001175
CL(90:15)	LION:0001176
CL(90:16)	LION:0001177
CL(90:17)	LION:0001178
CL(90:18)	LION:0001179
CL(90:19)	LION:0001180
CL(90:2)	LION:0001181
CL(90:20)	LION:0001182
CL(90:21)	LION:0001183
CL(90:22)	LION:0001184
CL(90:23)	LION:0001185
CL(90:24)	LION:0001186
CL(90:3)	LION:0001187
CL(90:4)	LION:0001188
CL(90:5)	LION:0001189
CL(90:6)	LION:0001190
CL(90:7)	LION:0001191
CL(90:8)	LION:0001192
CL(90:9)	LION:0001193
CL(92:10)	LION:0001194
CL(92:11)	LION:0001195
CL(92:12)	LION:0001196
CL(92:13)	LION:0001197
CL(92:14)	LION:0001198
CL(92:15)	LION:0001199
CL(92:16)	LION:0001200
CL(92:17)	LION:0001201
CL(92:18)	LION:0001202
CL(92:19)	LION:0001203
CL(92:2)	LION:0001204
CL(92:20)	LION:0001205
CL(92:21)	LION:0001206
CL(92:22)	LION:0001207
CL(92:23)	LION:0001208
CL(92:24)	LION:0001209
CL(92:3)	LION:0001210
CL(92:4)	LION:0001211
CL(92:5)	LION:0001212
CL(92:6)	LION:0001213
CL(92:7)	LION:0001214
CL(92:8)	LION:0001215
CL(92:9)	LION:0001216
CL(94:10)	LION:0001217
CL(94:11)	LION:0001218
CL(94:12)	LION:0001219
CL(94:13)	LION:0001220
CL(94:14)	LION:0001221
CL(94:15)	LION:0001222
CL(94:16)	LION:0001223
CL(94:17)	LION:0001224
CL(94:18)	LION:0001225
CL(94:19)	LION:0001226
CL(94:20)	LION:0001227
CL(94:21)	LION:0001228
CL(94:22)	LION:0001229
CL(94:23)	LION:0001230
CL(94:24)	LION:0001231
CL(94:3)	LION:0001232
CL(94:4)	LION:0001233
CL(94:5)	LION:0001234
CL(94:6)	LION:0001235
CL(94:7)	LION:0001236
CL(94:8)	LION:0001237
CL(94:9)	LION:0001238
CL(96:10)	LION:0001239
CL(96:11)	LION:0001240
CL(96:12)	LION:0001241
CL(96:13)	LION:0001242
CL(96:14)	LION:0001243
CL(96:15)	LION:0001244
CL(96:16)	LION:0001245
CL(96:17)	LION:0001246
CL(96:18)	LION:0001247
CL(96:19)	LION:0001248
CL(96:20)	LION:0001249
CL(96:21)	LION:0001250
CL(96:22)	LION:0001251
CL(96:6)	LION:0001252
CL(96:7)	LION:0001253
CL(96:8)	LION:0001254
CL(96:9)	LION:0001255
CE(18:2)	LION:0001256
CE(18:3)	LION:0001257
CE(20:0)	LION:0001258
CE(20:1)	LION:0001259
CE(20:2)	LION:0001260
CE(20:3)	LION:0001261
CE(20:4)	LION:0001262
CE(20:5)	LION:0001263
CE(22:0)	LION:0001264
CE(22:1)	LION:0001265
CE(22:2)	LION:0001266
CE(22:3)	LION:0001267
CE(22:4)	LION:0001268
CE(22:5)	LION:0001269
CE(22:6)	LION:0001270
CE(24:0)	LION:0001271
CE(24:1)	LION:0001272
CE(24:2)	LION:0001273
CE(24:3)	LION:0001274
CE(24:4)	LION:0001275
CE(24:5)	LION:0001276
CE(24:7)	LION:0001277
PE(34:4)	LION:0001278
PE(34:6)	LION:0001279
PE(36:6)	LION:0001280
PE(40:0)	LION:0001281
PE(40:1)	LION:0001282
PE(40:2)	LION:0001283
PE(40:3)	LION:0001284
PE(40:4)	LION:0001285
PE(40:5)	LION:0001286
PE(40:6)	LION:0001287
PE(40:7)	LION:0001288
PE(40:8)	LION:0001289
PE(40:9)	LION:0001290
PE(40:10)	LION:0001291
PE(42:0)	LION:0001292
PE(42:1)	LION:0001293
PE(42:2)	LION:0001294
PE(42:3)	LION:0001295
PE(42:4)	LION:0001296
PE(42:5)	LION:0001297
PE(42:6)	LION:0001298
PE(42:7)	LION:0001299
PE(42:8)	LION:0001300
PE(42:9)	LION:0001301
PE(42:10)	LION:0001302
PE(42:11)	LION:0001303
PE(44:0)	LION:0001304
PE(44:1)	LION:0001305
PE(44:2)	LION:0001306
PE(44:3)	LION:0001307
PE(44:4)	LION:0001308
PE(44:5)	LION:0001309
PE(44:6)	LION:0001310
PE(44:7)	LION:0001311
PE(44:8)	LION:0001312
PE(44:9)	LION:0001313
PE(44:10)	LION:0001314
PE(44:12)	LION:0001315
PE(44:13)	LION:0001316
PC(A24:4)	LION:0001317
PC(A28:0)	LION:0001318
PC(A30:6)	LION:0001319
PC(A30:1)	LION:0001320
PC(A34:7)	LION:0001321
PC(A34:0)	LION:0001322
PC(A36:8)	LION:0001323
PC(A36:5)	LION:0001324
PC(A36:1)	LION:0001325
PC(A36:0)	LION:0001326
PC(A38:7)	LION:0001327
PC(A38:1)	LION:0001328
PC(A38:0)	LION:0001329
PC(A40:8)	LION:0001330
PC(A40:7)	LION:0001331
PC(A40:3)	LION:0001332
PC(A40:2)	LION:0001333
PC(A42:10)	LION:0001334
PC(A42:9)	LION:0001335
PC(A42:7)	LION:0001336
PC(A42:6)	LION:0001337
PC(A42:5)	LION:0001338
PC(A42:4)	LION:0001339
PC(A42:3)	LION:0001340
PC(A42:2)	LION:0001341
PC(A44:11)	LION:0001342
PC(A44:10)	LION:0001343
PC(A44:9)	LION:0001344
PC(A44:5)	LION:0001345
PC(A44:4)	LION:0001346
PC(A40:1)	LION:0001347
PC(A42:1)	LION:0001348
PE(A32:8)	LION:0001349
PE(A32:1)	LION:0001350
PE(A32:0)	LION:0001351
PE(A34:8)	LION:0001352
PE(A34:7)	LION:0001353
PE(A34:5)	LION:0001354
PE(A34:1)	LION:0001355
PE(A34:0)	LION:0001356
PE(A36:9)	LION:0001357
PE(A36:8)	LION:0001358
PE(A36:2)	LION:0001359
PE(A36:1)	LION:0001360
PE(A36:0)	LION:0001361
PE(A38:10)	LION:0001362
PE(A38:3)	LION:0001363
PE(A38:2)	LION:0001364
PE(A38:1)	LION:0001365
PE(A38:0)	LION:0001366
PE(A44:11)	LION:0001367
PE(A50:4)	LION:0001368
PE(A50:3)	LION:0001369
PE(A34:4)	LION:0001370
PE(A34:6)	LION:0001371
PE(A40:1)	LION:0001372
PE(A40:2)	LION:0001373
PE(A40:3)	LION:0001374
PE(A40:7)	LION:0001375
PE(A40:8)	LION:0001376
PE(A40:9)	LION:0001377
PE(A40:10)	LION:0001378
PE(A42:0)	LION:0001379
PE(A42:1)	LION:0001380
PE(A42:2)	LION:0001381
PE(A42:3)	LION:0001382
PE(A42:4)	LION:0001383
PE(A42:5)	LION:0001384
PE(A42:7)	LION:0001385
PE(A42:8)	LION:0001386
PE(A42:9)	LION:0001387
PE(A42:10)	LION:0001388
PE(A42:11)	LION:0001389
PE(A44:0)	LION:0001390
PE(A44:1)	LION:0001391
PE(A44:2)	LION:0001392
PE(A44:3)	LION:0001393
PE(A44:4)	LION:0001394
PE(A44:5)	LION:0001395
PE(A44:6)	LION:0001396
PE(A44:7)	LION:0001397
PE(A44:8)	LION:0001398
PE(A44:9)	LION:0001399
PE(A44:10)	LION:0001400
PE(A44:12)	LION:0001401
PE(A44:13)	LION:0001402
PG(A32:1)	LION:0001403
PG(A32:0)	LION:0001404
PG(A34:8)	LION:0001405
PG(A34:1)	LION:0001406
PG(A36:8)	LION:0001407
PG(A36:2)	LION:0001408
PG(A38:0)	LION:0001409
PG(A44:8)	LION:0001410
PG(A38:3)	LION:0001411
PG(A38:2)	LION:0001412
PG(A34:3)	LION:0001413
PG(A34:0)	LION:0001414
PG(A36:4)	LION:0001415
PG(A36:3)	LION:0001416
PG(A36:1)	LION:0001417
PG(A38:4)	LION:0001418
PG(A40:7)	LION:0001419
PG(A40:5)	LION:0001420
PG(A38:1)	LION:0001421
PG(A34:2)	LION:0001422
PG(A40:4)	LION:0001423
PG(A40:3)	LION:0001424
PG(A38:5)	LION:0001425
PG(A40:8)	LION:0001426
PG(A40:2)	LION:0001427
PI(A32:0)	LION:0001428
PI(A34:1)	LION:0001429
PI(A34:0)	LION:0001430
PI(A36:8)	LION:0001431
PI(A36:5)	LION:0001432
PI(A36:4)	LION:0001433
PI(A36:3)	LION:0001434
PI(A36:2)	LION:0001435
PI(A36:1)	LION:0001436
PI(A36:0)	LION:0001437
PI(A38:10)	LION:0001438
PI(A38:9)	LION:0001439
PI(A38:6)	LION:0001440
PI(A38:3)	LION:0001441
PI(A38:2)	LION:0001442
PI(A38:1)	LION:0001443
PI(A38:0)	LION:0001444
PI(A40:10)	LION:0001445
PI(A40:9)	LION:0001446
PI(A42:5)	LION:0001447
PI(A42:4)	LION:0001448
PI(A42:3)	LION:0001449
PI(A42:2)	LION:0001450
PI(A40:7)	LION:0001451
PI(A40:5)	LION:0001452
PI(A40:4)	LION:0001453
PI(A34:2)	LION:0001454
PI(A40:3)	LION:0001455
PS(A32:1)	LION:0001456
PS(A32:0)	LION:0001457
PS(A34:2)	LION:0001458
PS(A34:1)	LION:0001459
PS(A36:4)	LION:0001460
PS(A36:3)	LION:0001461
PS(A36:2)	LION:0001462
PS(A36:1)	LION:0001463
PS(A38:5)	LION:0001464
PS(A38:4)	LION:0001465
PS(A38:3)	LION:0001466
PS(A38:2)	LION:0001467
PS(A40:6)	LION:0001468
PS(A40:4)	LION:0001469
PS(A40:3)	LION:0001470
PS(A40:2)	LION:0001471
PS(A42:4)	LION:0001472
PS(A42:3)	LION:0001473
PS(A42:2)	LION:0001474
PS(A44:5)	LION:0001475
PS(A44:4)	LION:0001476
PS(A44:3)	LION:0001477
PS(A44:1)	LION:0001478
PS(A46:3)	LION:0001479
PS(A34:0)	LION:0001480
PS(A36:0)	LION:0001481
PS(A38:1)	LION:0001482
PS(A40:5)	LION:0001483
PS(A40:1)	LION:0001484
PS(A42:1)	LION:0001485
PS(A42:0)	LION:0001486
PA(30:2)	LION:0001487
PA(32:2)	LION:0001488
PA(34:3)	LION:0001489
PA(36:4)	LION:0001490
PA(36:5)	LION:0001491
PA(36:6)	LION:0001492
PA(38:6)	LION:0001493
PA(38:7)	LION:0001494
PA(40:2)	LION:0001495
PA(40:5)	LION:0001496
PA(40:7)	LION:0001497
PA(40:8)	LION:0001498
PA(40:9)	LION:0001499
PA(40:10)	LION:0001500
PA(A30:2)	LION:0001501
PA(A32:2)	LION:0001502
PA(A34:3)	LION:0001503
PA(A36:4)	LION:0001504
PA(A36:5)	LION:0001505
PA(A36:6)	LION:0001506
PA(A38:6)	LION:0001507
PA(A38:7)	LION:0001508
PA(A40:2)	LION:0001509
PA(A40:5)	LION:0001510
PA(A40:7)	LION:0001511
PA(A40:8)	LION:0001512
PA(A40:9)	LION:0001513
PA(A40:10)	LION:0001514
PA(A30:5)	LION:0001515
PA(A30:4)	LION:0001516
PA(A32:5)	LION:0001517
PA(A32:4)	LION:0001518
PA(A32:3)	LION:0001519
PA(A32:1)	LION:0001520
PA(A34:8)	LION:0001521
PA(A34:6)	LION:0001522
PA(A34:5)	LION:0001523
PA(A34:4)	LION:0001524
PA(A36:8)	LION:0001525
PA(A30:1)	LION:0001526
PA(A32:0)	LION:0001527
PA(A34:2)	LION:0001528
PA(A34:1)	LION:0001529
PA(A34:0)	LION:0001530
PA(A36:3)	LION:0001531
PA(A36:2)	LION:0001532
PA(A36:1)	LION:0001533
PA(A36:0)	LION:0001534
PA(A38:5)	LION:0001535
PA(A38:4)	LION:0001536
PA(A38:3)	LION:0001537
PA(A38:2)	LION:0001538
PA(A38:1)	LION:0001539
PA(A40:6)	LION:0001540
PA(A40:4)	LION:0001541
PA(A40:3)	LION:0001542
PA(A40:1)	LION:0001543
PA(14:0/0:0)	LION:0001544
PA(14:1/0:0)	LION:0001545
PA(16:0/0:0)	LION:0001546
PA(16:1/0:0)	LION:0001547
PA(16:2/0:0)	LION:0001548
PA(18:0/0:0)	LION:0001549
PA(18:1/0:0)	LION:0001550
PA(18:2/0:0)	LION:0001551
PA(18:3/0:0)	LION:0001552
PA(20:0/0:0)	LION:0001553
PA(20:1/0:0)	LION:0001554
PA(20:2/0:0)	LION:0001555
PA(20:3/0:0)	LION:0001556
PA(20:4/0:0)	LION:0001557
PA(20:5/0:0)	LION:0001558
PA(22:0/0:0)	LION:0001559
PA(22:1/0:0)	LION:0001560
PA(22:2/0:0)	LION:0001561
PA(22:3/0:0)	LION:0001562
PA(22:4/0:0)	LION:0001563
PA(22:5/0:0)	LION:0001564
PA(22:6/0:0)	LION:0001565
PE(14:0/0:0)	LION:0001566
PE(14:1/0:0)	LION:0001567
PE(16:0/0:0)	LION:0001568
PE(16:1/0:0)	LION:0001569
PE(16:2/0:0)	LION:0001570
PE(18:0/0:0)	LION:0001571
PE(18:1/0:0)	LION:0001572
PE(18:2/0:0)	LION:0001573
PE(18:3/0:0)	LION:0001574
PE(20:0/0:0)	LION:0001575
PE(20:1/0:0)	LION:0001576
PE(20:2/0:0)	LION:0001577
PE(20:3/0:0)	LION:0001578
PE(20:4/0:0)	LION:0001579
PE(20:5/0:0)	LION:0001580
PE(22:0/0:0)	LION:0001581
PE(22:1/0:0)	LION:0001582
PE(22:2/0:0)	LION:0001583
PE(22:3/0:0)	LION:0001584
PE(22:4/0:0)	LION:0001585
PE(22:5/0:0)	LION:0001586
PE(22:6/0:0)	LION:0001587
PG(14:0/0:0)	LION:0001588
PG(14:1/0:0)	LION:0001589
PG(16:0/0:0)	LION:0001590
PG(16:1/0:0)	LION:0001591
PG(16:2/0:0)	LION:0001592
PG(18:0/0:0)	LION:0001593
PG(18:1/0:0)	LION:0001594
PG(18:2/0:0)	LION:0001595
PG(18:3/0:0)	LION:0001596
PG(20:0/0:0)	LION:0001597
PG(20:1/0:0)	LION:0001598
PG(20:2/0:0)	LION:0001599
PG(20:3/0:0)	LION:0001600
PG(20:4/0:0)	LION:0001601
PG(20:5/0:0)	LION:0001602
PG(22:0/0:0)	LION:0001603
PG(22:1/0:0)	LION:0001604
PG(22:2/0:0)	LION:0001605
PG(22:3/0:0)	LION:0001606
PG(22:4/0:0)	LION:0001607
PG(22:5/0:0)	LION:0001608
PG(22:6/0:0)	LION:0001609
PI(14:0/0:0)	LION:0001610
PI(14:1/0:0)	LION:0001611
PI(16:0/0:0)	LION:0001612
PI(16:1/0:0)	LION:0001613
PI(16:2/0:0)	LION:0001614
PI(18:0/0:0)	LION:0001615
PI(18:1/0:0)	LION:0001616
PI(18:2/0:0)	LION:0001617
PI(18:3/0:0)	LION:0001618
PI(20:0/0:0)	LION:0001619
PI(20:1/0:0)	LION:0001620
PI(20:2/0:0)	LION:0001621
PI(20:3/0:0)	LION:0001622
PI(20:4/0:0)	LION:0001623
PI(20:5/0:0)	LION:0001624
PI(22:0/0:0)	LION:0001625
PI(22:1/0:0)	LION:0001626
PI(22:2/0:0)	LION:0001627
PI(22:3/0:0)	LION:0001628
PI(22:4/0:0)	LION:0001629
PI(22:5/0:0)	LION:0001630
PI(22:6/0:0)	LION:0001631
PS(14:0/0:0)	LION:0001632
PS(14:1/0:0)	LION:0001633
PS(16:0/0:0)	LION:0001634
PS(16:1/0:0)	LION:0001635
PS(16:2/0:0)	LION:0001636
PS(18:0/0:0)	LION:0001637
PS(18:1/0:0)	LION:0001638
PS(18:2/0:0)	LION:0001639
PS(18:3/0:0)	LION:0001640
PS(20:0/0:0)	LION:0001641
PS(20:1/0:0)	LION:0001642
PS(20:2/0:0)	LION:0001643
PS(20:3/0:0)	LION:0001644
PS(20:4/0:0)	LION:0001645
PS(20:5/0:0)	LION:0001646
PS(22:0/0:0)	LION:0001647
PS(22:1/0:0)	LION:0001648
PS(22:2/0:0)	LION:0001649
PS(22:3/0:0)	LION:0001650
PS(22:4/0:0)	LION:0001651
PS(22:5/0:0)	LION:0001652
PS(22:6/0:0)	LION:0001653
Cer(32:1)	LION:0001655
Cer(32:4)	LION:0001657
Cer(34:0)	LION:0001658
Cer(34:1)	LION:0001660
Cer(34:2)	LION:0001663
Cer(34:3)	LION:0001665
Cer(34:5)	LION:0001666
Cer(36:0)	LION:0001667
Cer(36:1)	LION:0001669
Cer(36:2)	LION:0001672
Cer(36:3)	LION:0001675
Cer(36:5)	LION:0001678
Cer(38:0)	LION:0001679
Cer(38:1)	LION:0001681
Cer(38:2)	LION:0001684
Cer(38:5)	LION:0001687
Cer(38:6)	LION:0001690
Cer(40:0)	LION:0001692
Cer(40:1)	LION:0001694
Cer(40:2)	LION:0001697
Cer(40:7)	LION:0001700
Cer(42:0)	LION:0001702
Cer(42:1)	LION:0001704
Cer(42:2)	LION:0001707
Cer(42:3)	LION:0001710
Cer(42:4)	LION:0001713
Cer(42:7)	LION:0001716
Cer(44:0)	LION:0001718
Cer(44:1)	LION:0001720
Cer(44:2)	LION:0001723
Cer(44:3)	LION:0001726
Cer(44:4)	LION:0001729
Cer(44:7)	LION:0001732
C16:0	LION:0002882
C16:1	LION:0002900
C18:0	LION:0002921
C18:1	LION:0002922
C18:2	LION:0002923
C18:3	LION:0002924
C20:0	LION:0002925
C20:1	LION:0002926
C20:2	LION:0002927
C20:3	LION:0002928
C20:4	LION:0002929
C20:5	LION:0002930
C22:0	LION:0002931
C22:1	LION:0002932
C22:2	LION:0002933
C22:3	LION:0002934
C22:4	LION:0002935
C22:5	LION:0002936
C22:6	LION:0002937
C24:0	LION:0002938
C24:1	LION:0002939
C24:2	LION:0002940
C24:3	LION:0002941
C24:4	LION:0002942
C24:5	LION:0002943
C24:6	LION:0002944
C26:0	LION:0002979
C26:1	LION:0002981
C26:2	LION:0002982
C26:3	LION:0002983
C26:4	LION:0002984
C26:5	LION:0002985
C26:6	LION:0002986
C26:7	LION:0002987
PE(12:0/22:3)	LION:0002988
PE(14:0/20:3)	LION:0002989
PE(16:0/18:3)	LION:0002990
PE(16:1/18:2)	LION:0002991
PC(12:0/16:0)	LION:0002992
PC(14:0/14:0)	LION:0002993
PC(12:0/18:2)	LION:0002994
PC(12:0/18:1)	LION:0002995
PC(14:0/16:1)	LION:0002996
PC(12:0/18:0)	LION:0002997
PC(14:0/16:0)	LION:0002998
PC(12:0/20:5)	LION:0002999
PC(12:0/20:3)	LION:0003000
PC(14:0/18:3)	LION:0003001
PC(12:0/20:2)	LION:0003002
PC(14:0/18:2)	LION:0003003
PC(16:1/16:1)	LION:0003004
PC(12:0/20:1)	LION:0003005
PC(14:0/18:1)	LION:0003006
PC(16:0/16:1)	LION:0003007
PC(12:0/20:0)	LION:0003008
PC(14:0/18:0)	LION:0003009
PC(16:0/16:0)	LION:0003010
PC(12:0/22:6)	LION:0003011
PC(12:0/22:4)	LION:0003012
PC(14:0/20:4)	LION:0003013
PC(16:1/18:3)	LION:0003014
PC(12:0/22:3)	LION:0003015
PC(14:0/20:3)	LION:0003016
PC(16:0/18:3)	LION:0003017
PC(16:1/18:2)	LION:0003018
PC(12:0/22:2)	LION:0003019
PC(14:0/20:2)	LION:0003020
PC(16:0/18:2)	LION:0003021
PC(16:1/18:1)	LION:0003022
PC(12:0/22:1)	LION:0003023
PC(14:0/20:1)	LION:0003024
PC(16:0/18:1)	LION:0003025
PC(16:1/18:0)	LION:0003026
PC(12:0/22:0)	LION:0003027
PC(14:0/20:0)	LION:0003028
PC(16:0/18:0)	LION:0003029
PC(12:0/24:6)	LION:0003030
PC(14:0/22:6)	LION:0003031
PC(16:1/20:5)	LION:0003032
PC(18:3/18:3)	LION:0003033
PC(12:0/24:5)	LION:0003034
PC(14:0/22:5)	LION:0003035
PC(16:0/20:5)	LION:0003036
PC(16:1/20:4)	LION:0003037
PC(18:2/18:3)	LION:0003038
PC(12:0/24:4)	LION:0003039
PC(14:0/22:4)	LION:0003040
PC(16:0/20:4)	LION:0003041
PC(16:1/20:3)	LION:0003042
PC(18:1/18:3)	LION:0003043
PC(18:2/18:2)	LION:0003044
PC(12:0/24:3)	LION:0003045
PC(14:0/22:3)	LION:0003046
PC(16:0/20:3)	LION:0003047
PC(16:1/20:2)	LION:0003048
PC(18:0/18:3)	LION:0003049
PC(18:1/18:2)	LION:0003050
PC(12:0/24:2)	LION:0003051
PC(14:0/22:2)	LION:0003052
PC(16:0/20:2)	LION:0003053
PC(16:1/20:1)	LION:0003054
PC(18:0/18:2)	LION:0003055
PC(18:1/18:1)	LION:0003056
PC(12:0/24:1)	LION:0003057
PC(14:0/22:1)	LION:0003058
PC(16:0/20:1)	LION:0003059
PC(16:1/20:0)	LION:0003060
PC(18:0/18:1)	LION:0003061
PC(12:0/24:0)	LION:0003062
PC(14:0/22:0)	LION:0003063
PC(16:0/20:0)	LION:0003064
PC(18:0/18:0)	LION:0003065
PC(16:1/22:6)	LION:0003066
PC(18:2/20:5)	LION:0003067
PC(18:3/20:4)	LION:0003068
PC(12:0/26:6)	LION:0003069
PC(14:0/24:6)	LION:0003070
PC(16:0/22:6)	LION:0003071
PC(16:1/22:5)	LION:0003072
PC(18:1/20:5)	LION:0003073
PC(18:2/20:4)	LION:0003074
PC(18:3/20:3)	LION:0003075
PC(12:0/26:5)	LION:0003076
PC(14:0/24:5)	LION:0003077
PC(16:0/22:5)	LION:0003078
PC(16:1/22:4)	LION:0003079
PC(18:0/20:5)	LION:0003080
PC(18:1/20:4)	LION:0003081
PC(18:2/20:3)	LION:0003082
PC(18:3/20:2)	LION:0003083
PC(12:0/26:4)	LION:0003084
PC(14:0/24:4)	LION:0003085
PC(16:0/22:4)	LION:0003086
PC(16:1/22:3)	LION:0003087
PC(18:0/20:4)	LION:0003088
PC(18:1/20:3)	LION:0003089
PC(18:2/20:2)	LION:0003090
PC(18:3/20:1)	LION:0003091
PC(12:0/26:3)	LION:0003092
PC(14:0/24:3)	LION:0003093
PC(16:0/22:3)	LION:0003094
PC(16:1/22:2)	LION:0003095
PC(18:0/20:3)	LION:0003096
PC(18:1/20:2)	LION:0003097
PC(18:2/20:1)	LION:0003098
PC(18:3/20:0)	LION:0003099
PC(12:0/26:2)	LION:0003100
PC(14:0/24:2)	LION:0003101
PC(16:0/22:2)	LION:0003102
PC(16:1/22:1)	LION:0003103
PC(18:0/20:2)	LION:0003104
PC(18:1/20:1)	LION:0003105
PC(18:2/20:0)	LION:0003106
PC(12:0/26:1)	LION:0003107
PC(14:0/24:1)	LION:0003108
PC(16:0/22:1)	LION:0003109
PC(16:1/22:0)	LION:0003110
PC(18:0/20:1)	LION:0003111
PC(18:1/20:0)	LION:0003112
PC(12:0/26:0)	LION:0003113
PC(14:0/24:0)	LION:0003114
PC(16:0/22:0)	LION:0003115
PC(18:0/20:0)	LION:0003116
PC(18:2/22:6)	LION:0003117
PC(18:3/22:5)	LION:0003118
PC(20:3/20:5)	LION:0003119
PC(20:4/20:4)	LION:0003120
PC(16:1/24:6)	LION:0003121
PC(18:1/22:6)	LION:0003122
PC(18:2/22:5)	LION:0003123
PC(18:3/22:4)	LION:0003124
PC(20:2/20:5)	LION:0003125
PC(20:3/20:4)	LION:0003126
PC(14:0/26:6)	LION:0003127
PC(16:0/24:6)	LION:0003128
PC(16:1/24:5)	LION:0003129
PC(18:0/22:6)	LION:0003130
PC(18:1/22:5)	LION:0003131
PC(18:2/22:4)	LION:0003132
PC(18:3/22:3)	LION:0003133
PC(20:1/20:5)	LION:0003134
PC(20:2/20:4)	LION:0003135
PC(20:3/20:3)	LION:0003136
PC(14:0/26:5)	LION:0003137
PC(16:0/24:5)	LION:0003138
PC(16:1/24:4)	LION:0003139
PC(18:0/22:5)	LION:0003140
PC(18:1/22:4)	LION:0003141
PC(18:2/22:3)	LION:0003142
PC(18:3/22:2)	LION:0003143
PC(20:0/20:5)	LION:0003144
PC(20:1/20:4)	LION:0003145
PC(20:2/20:3)	LION:0003146
PC(14:0/26:4)	LION:0003147
PC(16:0/24:4)	LION:0003148
PC(16:1/24:3)	LION:0003149
PC(18:0/22:4)	LION:0003150
PC(18:1/22:3)	LION:0003151
PC(18:2/22:2)	LION:0003152
PC(18:3/22:1)	LION:0003153
PC(20:0/20:4)	LION:0003154
PC(20:1/20:3)	LION:0003155
PC(20:2/20:2)	LION:0003156
PC(14:0/26:3)	LION:0003157
PC(16:0/24:3)	LION:0003158
PC(16:1/24:2)	LION:0003159
PC(18:0/22:3)	LION:0003160
PC(18:1/22:2)	LION:0003161
PC(18:2/22:1)	LION:0003162
PC(18:3/22:0)	LION:0003163
PC(20:0/20:3)	LION:0003164
PC(20:1/20:2)	LION:0003165
PC(14:0/26:2)	LION:0003166
PC(16:0/24:2)	LION:0003167
PC(16:1/24:1)	LION:0003168
PC(18:0/22:2)	LION:0003169
PC(18:1/22:1)	LION:0003170
PC(18:2/22:0)	LION:0003171
PC(20:0/20:2)	LION:0003172
PC(20:1/20:1)	LION:0003173
PC(20:4/22:6)	LION:0003174
PC(20:5/22:5)	LION:0003175
PC(18:3/24:6)	LION:0003176
PC(20:3/22:6)	LION:0003177
PC(20:4/22:5)	LION:0003178
PC(20:5/22:4)	LION:0003179
PC(18:2/24:6)	LION:0003180
PC(18:3/24:5)	LION:0003181
PC(20:2/22:6)	LION:0003182
PC(20:3/22:5)	LION:0003183
PC(20:4/22:4)	LION:0003184
PC(20:5/22:3)	LION:0003185
PC(16:1/26:6)	LION:0003186
PC(18:1/24:6)	LION:0003187
PC(18:2/24:5)	LION:0003188
PC(18:3/24:4)	LION:0003189
PC(20:1/22:6)	LION:0003190
PC(20:2/22:5)	LION:0003191
PC(20:3/22:4)	LION:0003192
PC(20:4/22:3)	LION:0003193
PC(20:5/22:2)	LION:0003194
PC(16:0/26:6)	LION:0003195
PC(16:1/26:5)	LION:0003196
PC(18:0/24:6)	LION:0003197
PC(18:1/24:5)	LION:0003198
PC(18:2/24:4)	LION:0003199
PC(18:3/24:3)	LION:0003200
PC(20:0/22:6)	LION:0003201
PC(20:1/22:5)	LION:0003202
PC(20:2/22:4)	LION:0003203
PC(20:3/22:3)	LION:0003204
PC(20:4/22:2)	LION:0003205
PC(20:5/22:1)	LION:0003206
PC(16:0/26:5)	LION:0003207
PC(16:1/26:4)	LION:0003208
PC(18:0/24:5)	LION:0003209
PC(18:1/24:4)	LION:0003210
PC(18:2/24:3)	LION:0003211
PC(18:3/24:2)	LION:0003212
PC(20:0/22:5)	LION:0003213
PC(20:1/22:4)	LION:0003214
PC(20:2/22:3)	LION:0003215
PC(20:3/22:2)	LION:0003216
PC(20:4/22:1)	LION:0003217
PC(20:5/22:0)	LION:0003218
PC(16:0/26:4)	LION:0003219
PC(16:1/26:3)	LION:0003220
PC(18:0/24:4)	LION:0003221
